City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
250,San Cristobal,VE,2022-01-28 01:23:49,7.7669,-72.225,71.78,90,70,2.19
251,Jieshi,CN,2022-01-28 01:23:49,22.8134,115.8257,66.94,84,100,18.88
252,Razole,IN,2022-01-28 01:23:50,16.4833,81.8333,70.09,94,30,5.01
253,Marzuq,YE,2022-01-28 01:21:40,14.4,46.4667,59.97,72,7,2.46
254,Volodarka,UA,2022-01-28 01:23:52,49.5248,29.9122,30.61,91,100,14.36
255,Dunedin,NZ,2022-01-28 01:20:44,-45.8742,170.5036,62.8,61,15,15.01
256,Altinopolis,BR,2022-01-28 01:23:53,-21.0256,-47.3739,72.75,92,100,3.36
257,Bocas Del Toro,PA,2022-01-28 01:23:54,9.3333,-82.25,77.65,75,97,7.02
258,Chadiza,ZM,2022-01-28 01:23:54,-14.0678,32.4392,64.56,97,100,3.4
259,Mirabad,AF,2022-01-28 01:23:55,30.4362,61.8383,51.12,39,0,8.57
260,Eureka,US,2022-01-28 01:23:56,40.8021,-124.1637,54.36,73,0,3.78
261,Boralday,KZ,2022-01-28 01:23:56,43.3578,76.8594,17.46,93,100,4.47
262,Ginir,ET,2022-01-28 01:23:57,7.1333,40.7,56.41,30,77,5.44
263,Newport,GB,2022-01-28 01:22:39,51.5877,-2.9984,41.38,90,55,4.03
264,Lima,PE,2022-01-28 01:23:30,-12.0432,-77.0282,68.25,73,40,13.8
265,Comodoro Rivadavia,AR,2022-01-28 01:22:13,-45.8667,-67.5,71.46,53,0,8.05
266,Pravdinsk,RU,2022-01-28 01:24:00,54.4429,21.0179,39.04,96,100,18.7
267,Hofn,IS,2022-01-28 01:24:00,64.2539,-15.2082,33.58,98,100,3.15
268,Daru,PG,2022-01-28 01:24:01,-9.0763,143.2092,83.57,69,100,5.77
269,Tuatapere,NZ,2022-01-28 01:24:02,-46.1333,167.6833,67.82,40,100,5.95
270,Puerto Quijarro,BO,2022-01-28 01:25:03,-17.7833,-57.7667,76.15,87,100,2.55
271,Esperance,AU,2022-01-28 01:25:03,-33.8667,121.9,71.44,60,18,10.42
272,Biharamulo,TZ,2022-01-28 01:25:04,-2.6319,31.3089,59.9,93,100,2.44
273,Ust-Maya,RU,2022-01-28 01:25:05,60.4167,134.5333,-35.63,98,74,0.07
274,Yatou,CN,2022-01-28 01:25:05,37.15,122.3833,31.26,45,9,16.28
275,Betare Oya,CM,2022-01-28 01:25:06,5.6,14.0833,65.41,31,5,1.32
276,Lavrentiya,RU,2022-01-28 01:25:07,65.5833,-171.0,-10.62,89,23,3.96
277,Kirakira,SB,2022-01-28 01:25:08,-10.4544,161.9205,79.21,89,100,7.23
278,Yaring,TH,2022-01-28 01:25:08,6.8662,101.3689,79.29,81,82,8.16
279,Guerrero Negro,MX,2022-01-28 01:25:09,27.9769,-114.0611,66.06,41,100,11.1
280,Saint-Pierre,RE,2022-01-28 01:25:10,-21.3393,55.4781,73.08,78,75,5.75
281,Santa Maria,BR,2022-01-28 01:23:15,-29.6842,-53.8069,67.3,83,40,5.75
282,Wheatley,GB,2022-01-28 01:25:11,51.7473,-1.1394,40.62,95,20,4.14
283,Dong Hoi,VN,2022-01-28 01:25:13,17.4833,106.6,72.0,87,10,2.44
